wave	category	priority	threshold	lines	path	status
Wave4	vue_archive	P2	500	864	./web/frontend/src/views/converted.archive/backtest-management.vue	EXCLUDED
Wave4	vue_archive	P2	500	815	./web/frontend/src/views/converted.archive/setting.vue	EXCLUDED
Wave4	vue_archive	P2	500	739	./web/frontend/src/views/converted.archive/trading-management.vue	EXCLUDED
Wave4	vue_archive	P2	500	606	./web/frontend/src/views/converted.archive/dashboard.vue	EXCLUDED
Wave4	vue_archive	P2	500	788	./web/frontend/src/layouts/archive/ArtDecoBaseLayout.vue	EXCLUDED
Wave4	vue_archive	P2	500	621	./web/frontend/src/layouts/archive/BaseLayout.vue	EXCLUDED
Wave5	test_py	P2	500	35	./web/backend/tests/test_data_source_factory.py	DONE
Wave5	test_py	P2	500	35	./web/backend/tests/test_e2e_user_workflows.py	DONE
Wave5	python_source	P2	800	38	./src/mock/mock_stocks/get_stock_list.py	DONE
Wave5	python_source	P2	800	35	./src/mock/mock_market/_generate_realistic_stock_price.py	DONE
Wave5	python_source	P2	800	20	./src/monitoring/monitoring_service/operation_metrics.py	DONE
Wave5	python_source	P2	800	167	./src/advanced_analysis/timeseries_analyzer/turning_point.py	DONE
Wave5	python_source	P2	800	50	./web/backend/app/api/cache.py	DONE
Wave5	python_source	P2	800	723	./scripts/generate_frontend_types.py	DONE
Wave5	test_py	P2	800	785	./scripts/tests/test_validate_gitignore.py	DONE
Wave5	test_py	P2	800	504	./scripts/tests/test_check_api_health_v2.py	DONE
Wave5	test_py	P2	800	753	./tests/chaos/test_fault_injection.py	DONE
Wave5	test_py	P2	800	779	./tests/ai/test_prediction_analyzer.py	DONE
Wave5	test_py	P2	800	592	./tests/unit/core/test_database_pool.py	DONE
Wave5	test_py	P2	800	770	./tests/chaos/test_resilience_framework.py	DONE
Wave5	test_py	P2	800	740	./tests/unit/core/test_error_handling.py	DONE
Wave5	test_py	P2	800	585	./tests/unit/monitoring/test_monitoring_service.py	DONE
Wave5	test_py	P2	800	758	./scripts/tests/test_check_db_health.py	DONE
Wave5	test_py	P2	800	778	./scripts/tests/test_security_owasp_top10.py	DONE
Wave5	test_py	P2	800	530	./scripts/tests/test_tdx_server_config.py	DONE
Wave5	test_py	P2	800	516	./scripts/tests/test_price_data_adapter.py	DONE
Wave5	test_py	P2	800	795	./tests/pipeline/test_data_pipeline.py	DONE
Wave5	test_py	P2	800	763	./tests/orchestration/test_orchestration.py	DONE
Wave5	test_py	P2	800	547	./scripts/tests/test_data_source_validator.py	DONE
Wave5	test_py	P2	800	616	./scripts/tests/test_logging_config.py	DONE
Wave5	test_py	P2	800	735	./tests/unit/core/test_memory_manager.py	DONE
Wave5	test_py	P2	800	690	./scripts/tests/test_data_validator_phase6.py	DONE
Wave5	test_py	P2	800	647	./tests/data/test_data_optimizer.py	DONE
Wave5	test_py	P2	800	753	./scripts/tests/test_data_source_manager.py	DONE
Wave5	test_py	P2	800	773	./tests/performance/test_stress_test.py	DONE
Wave5	test_py	P2	800	689	./tests/ai/test_integration_system.py	DONE
Wave5	test_py	P2	800	705	./tests/ci/test_continuous_integration.py	DONE
Wave5	test_py	P2	800	674	./tests/contract/test_contract_executor.py	DONE
Wave5	test_py	P2	800	706	./tests/unit/test_long_term_stability.py	DONE
Wave5	test_py	P2	800	713	./scripts/tests/test_check_api_health.py	DONE
Wave5	test_py	P2	800	727	./scripts/tests/test_add_python_headers.py	DONE
Wave5	test_py	P2	800	741	./tests/ai/test_ai_assisted_testing/ai_test_generator_methods/part1.py	DONE
Wave5	test_py	P2	800	778	./tests/adapters/test_akshare_adapter/test_akshare_market_data_adapter_methods/part1.py	DONE
Wave5	test_py	P2	800	665	./scripts/tests/test_security_authentication/authentication_tester_methods/part1.py	DONE
Wave5	test_py	P2	800	718	./tests/security/test_security_vulnerabilities/security_vulnerability_scanner_methods/part1.py	DONE
Wave5	test_py	P2	800	771	./tests/security/test_security_compliance/compliance_test_engine_methods/part1.py	DONE
Wave6	test_py	P2	700	670	./scripts/tests/test_data_source_logger.py	DONE
Wave6	test_py	P2	700	632	./tests/unit/core/test_config_driven_table_manager_complete.py	DONE
Wave6	test_py	P2	700	666	./tests/unit/core/test_monitoring/test_alert_severity.py	DONE
Wave6	test_py	P2	700	629	./scripts/tests/test_validate_gitignore.py	DONE
Wave6	test_py	P2	700	696	./tests/pipeline/test_data_pipeline.py	DONE
Wave6	test_py	P2	700	654	./tests/unit/data_access/test_tdengine_access_basic.py	DONE
Wave6	test_py	P2	700	681	./tests/monitoring/test_integration_notifications.py	DONE
Wave6	test_py	P2	700	617	./tests/test_backtest_components.py	DONE
Wave6	test_py	P2	700	638	./tests/unit/gpu/test_performance_comparison.py	DONE
Wave6	test_py	P2	700	690	./tests/analysis/test_trend_analysis.py	DONE
Wave6	test_py	P2	700	697	./tests/test_large_file_split_regressions.py	DONE
Wave6	test_py	P2	700	659	./tests/contract/report_generator.py	DONE
Wave6	test_py	P2	700	667	./web/backend/tests/test_room_socketio_adapter.py	DONE
Wave6	test_py	P2	700	661	./scripts/dev/ci/validators/ai_validator.py	DONE
Wave6	test_py	P2	700	695	./scripts/dev/mock_stocks/get_stock_list.py	DONE
Wave6	python_source	P2	700	38	./src/advanced_analysis/market_panorama_analyzer.py	DONE
Wave6	test_py	P2	700	555	./tests/ai/test_prediction_analyzer.py	DONE
Wave6	test_py	P2	700	617	./web/backend/tests/test_performance_and_security.py	DONE
Wave6	python_source	P2	700	63	./src/advanced_analysis/capital_flow_analyzer/capital_flow_cluster.py	DONE
Wave6	python_source	P2	700	397	./scripts/dev/mock_market/_generate_realistic_stock_price.py	DONE
Wave6	python_source	P2	700	648	./web/backend/app/main.py	DONE
Wave6	python_source	P2	700	674	./web/backend/app/api/auth.py	DONE
Wave6	test_py	P2	700	676	./tests/performance/test_stress_test.py	DONE
Wave6	python_source	P2	700	557	./src/routes/monitoring_routes/check_use_mock_data.py	DONE
Wave6	python_source	P2	700	690	./web/backend/app/api/data_source_config.py	DONE
Wave6	python_source	P2	700	560	./web/backend/app/api/strategy_management/get_monitoring_db.py	DONE
Wave6	python_source	P2	700	599	./web/backend/app/api/signal_monitoring/signal_history_response.py	DONE
Wave6	python_source	P2	700	571	./web/backend/app/api/tasks.py	DONE
Wave6	python_source	P2	700	664	./web/backend/app/api/stock_search/stock_search_result.py	DONE
Wave6	python_source	P2	700	550	./src/core/data_source/config_manager.py	DONE
Wave6	python_source	P2	700	488	./src/monitoring/ai_realtime_monitor.py	DONE
Wave6	python_source	P2	700	30	./src/advanced_analysis/technical_analyzer/technical_signal.py	DONE
Wave6	python_source	P2	700	71	./src/advanced_analysis/sentiment_analyzer/sentiment_score.py	DONE
Wave6	python_source	P2	700	51	./src/advanced_analysis/trading_signals_analyzer/trading_signal.py	DONE
Wave6	python_source	P2	700	64	./src/advanced_analysis/financial_valuation_analyzer/dcf_valuation.py	DONE
Wave6	python_source	P2	700	57	./src/advanced_analysis/chip_distribution_analyzer/chip_concentration.py	DONE
Wave6	python_source	P2	700	477	./src/data_access_pkg/postgresql_access.py	DONE
Wave6	python_source	P2	700	608	./src/routes/stocks_routes/check_use_mock_data.py	DONE
Wave6	python_source	P2	700	66	./src/advanced_analysis/fundamental_analyzer.py	DONE
Wave6	python_source	P2	700	608	./src/interfaces/adapters/efinance_adapter/efinance_data_source.py	DONE
Wave6	python_source	P2	700	625	./src/advanced_analysis/multidimensional_radar.py	DONE
Wave6	python_source	P2	700	684	./src/monitoring/alert_notifier.py	DONE
Wave6	python_source	P2	700	698	./web/backend/app/services/data_quality_monitor.py	DONE
Wave6	python_source	P2	700	671	./src/routes/strategy_routes.py	DONE
Wave6	python_source	P2	700	558	./src/alternative_data/news_sentiment_analyzer.py	DONE
Wave6	python_source	P2	700	680	./web/backend/app/api/data/analysis_api.py	DONE
Wave6	python_source	P2	700	696	./web/backend/app/api/technical_analysis.py	DONE
Wave6	python_source	P2	700	474	./web/backend/app/api/monitoring_analysis.py	DONE
Wave6	python_source	P2	700	621	./web/backend/app/api/algorithms/get_algorithms_module.py	DONE
Wave6	python_source	P2	700	602	./web/backend/app/api/market/market_data_request.py	DONE
Wave6	python_source	P2	700	656	./web/backend/app/api/data_lineage.py	DONE
Wave6	python_source	P2	700	697	./web/backend/app/api/system/system_health.py	DONE
Wave6	python_source	P2	700	656	./web/backend/app/services/adapters/data_adapter.py	DONE
Wave6	python_source	P2	700	688	./web/backend/app/core/socketio_manager.py	DONE
Wave6	python_source	P2	700	693	./web/backend/app/services/indicators/smart_scheduler.py	DONE
Wave7	python_source	P2	700	703	./src/monitoring/monitoring_database_methods/part1.py	DONE
Wave7	python_source	P2	700	703	./src/gpu/api_system/services/integrated_realtime_service.py	DONE
Wave7	python_source	P2	700	704	./src/gpu/core/kernels/matrix_kernels.py	DONE
Wave7	python_source	P2	700	716	./web/backend/app/services/algorithm_service.py	DONE
Wave7	python_source	P2	700	708	./web/backend/app/repositories/algorithm_model_repository/algorithm_model_repository_methods/part1.py	DONE
Wave7	python_source	P2	700	709	./src/gpu/api_system/utils/cache_optimization.py	DONE
Wave7	python_source	P2	700	711	./web/backend/app/services/market_data_service/market_data_service_methods/part1.py	DONE
Wave7	python_source	P2	700	722	./src/monitoring/infrastructure/postgresql_async_v3.py	DONE
Wave7	python_source	P2	700	722	./src/routes/technical_routes/check_use_mock_data.py	DONE
Wave7	python_source	P2	700	729	./src/core/deduplication_strategy_methods/part1.py	DONE
Wave7	python_source	P2	700	724	./src/data_sources/real/postgresql_relational/postgre_sql_relational_data_source_methods/part1.py	DONE
Wave7	python_source	P2	700	724	./src/gpu/acceleration/feature_calculation_gpu/feature_calculation_gpu_methods/part1.py	DONE
Wave7	python_source	P2	700	726	./src/adapters/akshare/misc_data/get_ths_industry_names.py	DONE
Wave7	python_source	P2	700	726	./src/interfaces/adapters/akshare/misc_data/get_ths_industry_names.py	DONE
Wave7	python_source	P2	700	730	./src/gpu/api_system/services/integrated_ml_service.py	DONE
Wave7	python_source	P2	700	733	./src/gpu/api_system/services/integrated_backtest_service.py	DONE
Wave7	python_source	P2	700	724	./src/data_sources/real/postgresql_relational/postgre_sql_relational_data_source_methods/part1.py	DONE
Wave8	python_source	P2	700	730	./src/adapters/efinance_adapter/efinance_data_source_methods/part1.py	DONE
Wave8	python_source	P2	700	749	./web/backend/app/services/watchlist_service.py	DONE
Wave8	python_source	P2	700	748	./web/backend/app/api/backup_recovery_secure/log_security_event.py	DONE
Wave8	python_source	P2	700	749	./web/backend/app/mock/mock_data/core.py	DONE
Wave8	python_source	P2	700	743	./web/backend/app/strategies/stock_strategies.py	DONE
Wave8	python_source	P2	700	751	./src/gpu/acceleration/optimization_gpu_methods/part1.py	DONE
Wave8	python_source	P2	700	743	./src/storage/database/test_database_menu.py	DONE
Wave8	python_source	P2	700	732	./web/backend/app/api/data_source_config.old.py	DONE
Wave8	python_source	P2	700	753	./src/gpu/api_system/services/resource_scheduler/resource_scheduler_methods/part1.py	DONE
Wave8	python_source	P2	700	744	./src/governance/risk_management/services/stop_loss_engine/stop_loss_engine_methods/part1.py	DONE
Wave8	python_source	P2	700	766	./src/storage/database/database_manager/database_table_manager_methods/part1.py	DONE
Wave8	python_source	P2	700	766	./src/governance/risk_management/calculators/gpu_calculator/gpu_risk_calculator_methods/part1.py	DONE
Wave8	python_source	P2	700	753	./src/gpu/accelerated/cpu_fallback.py	DONE
Wave8	python_source	P2	700	765	./src/monitoring/gpu_performance_optimizer/gpu_performance_optimizer.py	DONE
Wave8	python_source	P2	700	770	./src/gpu/accelerated/data_processor_gpu.py	DONE
